fold,train_start,sel_start,test_start,test_end,seed,universe_mode,survivorship_bias,n_assets,tickers_hash,tickers,status,agent_sharpe,agent_return,agent_dd,agent_vol,error_type,error_message,error_traceback,buy_and_hold_sharpe,buy_and_hold_return,equal_weight_sharpe,equal_weight_return,sp500_sharpe,sp500_return
12,2005-01-03,2010-07-07,2011-01-04,2011-04-04,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0394003106127612,0.0025743625589029,-0.118709003092176,0.1828741049854702,,,,0.0872450608591166,0.0024288518470814,0.2007970983159322,0.0097928632066321,1.391901060660431,0.04411068335121571
12,2005-01-03,2010-07-07,2011-01-04,2011-04-04,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.1038663244641668,0.005439188405679,-0.1158613312460784,0.1847062547096851,,,,0.0872450608591166,0.0024288518470814,0.2007970983159322,0.0097928632066321,1.391901060660431,0.04411068335121571
12,2005-01-03,2010-07-07,2011-01-04,2011-04-04,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.359772601219156,0.078978059192267,-0.1261702962592807,0.2323842647497606,,,,0.0872450608591166,0.0024288518470814,0.2007970983159322,0.0097928632066321,1.391901060660431,0.04411068335121571
13,2005-01-03,2010-10-05,2011-04-05,2011-07-05,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0244380777706266,0.0027730223925506,-0.0942735166215748,0.158645545718832,,,,0.0996804047913648,0.0050468333219992,0.1252909574864305,0.0063420660252371,0.00128222651253691,0.00175207463039051
13,2005-01-03,2010-10-05,2011-04-05,2011-07-05,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.1378948170508556,-0.0033568244613944,-0.0964387816524283,0.1558280433026166,,,,0.0996804047913648,0.0050468333219992,0.1252909574864305,0.0063420660252371,0.00128222651253691,0.00175207463039051
13,2005-01-03,2010-10-05,2011-04-05,2011-07-05,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.7300312965943835,-0.0283290684567717,-0.1089796440501872,0.1679734958607807,,,,0.0996804047913648,0.0050468333219992,0.1252909574864305,0.0063420660252371,0.00128222651253691,0.00175207463039051
14,2005-01-03,2011-01-04,2011-07-06,2011-10-03,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.4738751024414865,-0.043438136172702,-0.1382024310408627,0.3169558567050204,,,,-0.657769310377095,-0.0677981951311943,-0.637567343307165,-0.0679204077595,-2.2765702078533963,-0.18769305488626786
14,2005-01-03,2011-01-04,2011-07-06,2011-10-03,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.5042450474092239,-0.0523988801678766,-0.1527324776317283,0.351223965184992,,,,-0.657769310377095,-0.0677981951311943,-0.637567343307165,-0.0679204077595,-2.2765702078533963,-0.18769305488626786
14,2005-01-03,2011-01-04,2011-07-06,2011-10-03,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.6891904144698086,-0.0574943751845182,-0.1370378567475988,0.3088624669645734,,,,-0.657769310377095,-0.0677981951311943,-0.637567343307165,-0.0679204077595,-2.2765702078533963,-0.18769305488626786
15,2005-01-03,2011-04-05,2011-10-04,2012-01-03,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.1227570045812751,0.0694672988646138,-0.1078983587823602,0.2541046416424858,,,,1.199439300212174,0.0822877252784615,1.136434064865636,0.0776593030962913,2.046205145317658,0.11628193831471001
15,2005-01-03,2011-04-05,2011-10-04,2012-01-03,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.7675259555691926,0.0467494665965866,-0.1241018368084116,0.259863627915144,,,,1.199439300212174,0.0822877252784615,1.136434064865636,0.0776593030962913,2.046205145317658,0.11628193831471001
15,2005-01-03,2011-04-05,2011-10-04,2012-01-03,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.8643237305534038,0.0501431850119558,-0.113670735204499,0.2403260458125176,,,,1.199439300212174,0.0822877252784615,1.136434064865636,0.0776593030962913,2.046205145317658,0.11628193831471001
16,2005-01-03,2011-07-06,2012-01-04,2012-04-03,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.7179991291428,0.1481635749831484,-0.0225307043208246,0.1163547343076679,,,,4.643407176630485,0.1659927621074353,4.465714120325402,0.1580777201927374,4.2534786803199065,0.10328941676185988
16,2005-01-03,2011-07-06,2012-01-04,2012-04-03,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.9523619934371257,0.1169632713527211,-0.0195603018393719,0.1103300345647325,,,,4.643407176630485,0.1659927621074353,4.465714120325402,0.1580777201927374,4.2534786803199065,0.10328941676185988
16,2005-01-03,2011-07-06,2012-01-04,2012-04-03,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.570347520555268,0.133212353994335,-0.0195653493236832,0.1082320287074817,,,,4.643407176630485,0.1659927621074353,4.465714120325402,0.1580777201927374,4.2534786803199065,0.10328941676185988
17,2005-01-03,2011-10-04,2012-04-04,2012-07-03,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.0963812489106705,-0.0032660094166822,-0.063802240774728,0.1791767992716882,,,,-0.0127083287024044,-0.0017214049377453,0.0243013753641218,0.0001706404245387,-0.5203317183148917,-0.0172092707711321
17,2005-01-03,2011-10-04,2012-04-04,2012-07-03,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.2147233482283867,-0.011159034836328,-0.0810890732689148,0.2065170622399135,,,,-0.0127083287024044,-0.0017214049377453,0.0243013753641218,0.0001706404245387,-0.5203317183148917,-0.0172092707711321
17,2005-01-03,2011-10-04,2012-04-04,2012-07-03,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0583523085964439,0.0037501790575318,-0.0680876212050743,0.1724006089409601,,,,-0.0127083287024044,-0.0017214049377453,0.0243013753641218,0.0001706404245387,-0.5203317183148917,-0.0172092707711321
18,2005-01-03,2012-01-04,2012-07-05,2012-10-02,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.027611532051025,0.037181788500838,-0.0462349712797462,0.1336225176822259,,,,1.832027969920844,0.0765724321085246,1.761275270509641,0.0739212183698334,1.8177842442588827,0.0672261660896174
18,2005-01-03,2012-01-04,2012-07-05,2012-10-02,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.070005859691335,0.0744127691247193,-0.0452613105567294,0.1357776774874066,,,,1.832027969920844,0.0765724321085246,1.761275270509641,0.0739212183698334,1.8177842442588827,0.0672261660896174
18,2005-01-03,2012-01-04,2012-07-05,2012-10-02,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.05275560878884,0.0687991654515276,-0.0399920711203883,0.1259099254688772,,,,1.832027969920844,0.0765724321085246,1.761275270509641,0.0739212183698334,1.8177842442588827,0.0672261660896174
19,2005-01-03,2012-04-04,2012-10-03,2013-01-04,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-1.855476380917803,-0.0808088798450117,-0.1495039276966645,0.1859261672089565,,,,-1.4462152849477496,-0.067046263660031,-1.4224468484798451,-0.0664578322985914,0.20876639856027382,0.0034692392256492344
19,2005-01-03,2012-04-04,2012-10-03,2013-01-04,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-1.3657290650776222,-0.0552017197873377,-0.1381848048240671,0.1726553001977699,,,,-1.4462152849477496,-0.067046263660031,-1.4224468484798451,-0.0664578322985914,0.20876639856027382,0.0034692392256492344
19,2005-01-03,2012-04-04,2012-10-03,2013-01-04,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-1.5879072289546503,-0.0634048643698556,-0.138713978312837,0.1709721899112752,,,,-1.4462152849477496,-0.067046263660031,-1.4224468484798451,-0.0664578322985914,0.20876639856027382,0.0034692392256492344
20,2005-01-03,2012-07-05,2013-01-07,2013-04-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-1.339153979697318,-0.0307023458329029,-0.0330377332391499,0.1054021586918841,,,,-0.9414008662552066,-0.025512219432639,-0.9169914983079478,-0.02500312887995,2.7197654096468993,0.0726897849228616
20,2005-01-03,2012-07-05,2013-01-07,2013-04-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.9980058068820572,-0.0225281000396609,-0.0290230185882228,0.1070736374726311,,,,-0.9414008662552066,-0.025512219432639,-0.9169914983079478,-0.02500312887995,2.7197654096468993,0.0726897849228616
20,2005-01-03,2012-07-05,2013-01-07,2013-04-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.9255385871466246,-0.0207693708439991,-0.0305730585627378,0.1075145049869078,,,,-0.9414008662552066,-0.025512219432639,-0.9169914983079478,-0.02500312887995,2.7197654096468993,0.0726897849228616
21,2005-01-03,2012-10-03,2013-04-09,2013-07-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.505409812079994,0.0920928269989145,-0.0385491065424276,0.138892848738488,,,,2.4808978179726573,0.1048531992864487,2.526205602688964,0.1064013595737101,1.2013512583372272,0.03321092447544638
21,2005-01-03,2012-10-03,2013-04-09,2013-07-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.902287093485316,0.0678051237087515,-0.046890211706551,0.134499021272873,,,,2.4808978179726573,0.1048531992864487,2.526205602688964,0.1064013595737101,1.2013512583372272,0.03321092447544638
21,2005-01-03,2012-10-03,2013-04-09,2013-07-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.4775860066471567,0.0884339312744078,-0.037960577244785,0.1347066003774078,,,,2.4808978179726573,0.1048531992864487,2.526205602688964,0.1064013595737101,1.2013512583372272,0.03321092447544638
22,2005-01-03,2013-01-07,2013-07-09,2013-10-04,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.7560168196284216,0.0534177129027872,-0.0347358009998534,0.1127423234241931,,,,1.5637550005953818,0.0554818716047014,1.635226546591092,0.0578484401214376,0.7997701657616263,0.02292118272484367
22,2005-01-03,2013-01-07,2013-07-09,2013-10-04,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.927789390755558,0.0334048560670976,-0.0493679280488054,0.1318806475287648,,,,1.5637550005953818,0.0554818716047014,1.635226546591092,0.0578484401214376,0.7997701657616263,0.02292118272484367
22,2005-01-03,2013-01-07,2013-07-09,2013-10-04,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.4620431086045634,0.0176226014154134,-0.0474465138993457,0.1284194537454764,,,,1.5637550005953818,0.0554818716047014,1.635226546591092,0.0578484401214376,0.7997701657616263,0.02292118272484367
23,2005-01-03,2013-04-09,2013-10-07,2014-01-06,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.546184338332347,0.1271082038178264,-0.0240014650280778,0.1341558186975693,,,,3.664112674099015,0.1545718044856794,3.6250617029178382,0.1546636794621236,3.2515040545227114,0.10348852179922363
23,2005-01-03,2013-04-09,2013-10-07,2014-01-06,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.350808733224579,0.1218953890348093,-0.0246412187129007,0.1364343445063083,,,,3.664112674099015,0.1545718044856794,3.6250617029178382,0.1546636794621236,3.2515040545227114,0.10348852179922363
23,2005-01-03,2013-04-09,2013-10-07,2014-01-06,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.631512543556308,0.1299874487477212,-0.0228253442464635,0.1338549049860729,,,,3.664112674099015,0.1545718044856794,3.6250617029178382,0.1546636794621236,3.2515040545227114,0.10348852179922363
24,2005-01-03,2013-07-09,2014-01-07,2014-04-07,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.6525830912787973,-0.0229331075516003,-0.0618340724906016,0.1563593713422074,,,,-0.3715780461326129,-0.0134835332632404,-0.4378180744991442,-0.0160579171225619,-0.006989853219634076,0.0041088924937005
24,2005-01-03,2013-07-09,2014-01-07,2014-04-07,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.5879936567167775,-0.0194797493601045,-0.059200093903098,0.1506570047852528,,,,-0.3715780461326129,-0.0134835332632404,-0.4378180744991442,-0.0160579171225619,-0.006989853219634076,0.0041088924937005
24,2005-01-03,2013-07-09,2014-01-07,2014-04-07,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.5376735461280313,-0.0160029575749133,-0.0516982932677469,0.1406957950190684,,,,-0.3715780461326129,-0.0134835332632404,-0.4378180744991442,-0.0160579171225619,-0.006989853219634076,0.0041088924937005
25,2005-01-03,2013-10-07,2014-04-08,2014-07-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.8616327106108088,0.062030044400295,-0.0336079952232606,0.1249075240359967,,,,1.598082944422507,0.0659832178432762,1.549088066994449,0.0645408368677178,2.470603152075577,0.04888947889661366
25,2005-01-03,2013-10-07,2014-04-08,2014-07-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.2901381419783962,0.0455192576358716,-0.0353256711774693,0.1315064930525517,,,,1.598082944422507,0.0659832178432762,1.549088066994449,0.0645408368677178,2.470603152075577,0.04888947889661366
25,2005-01-03,2013-10-07,2014-04-08,2014-07-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.491931072094308,0.0542897831153323,-0.0341734073696991,0.1369905690217182,,,,1.598082944422507,0.0659832178432762,1.549088066994449,0.0645408368677178,2.470603152075577,0.04888947889661366
26,2005-01-03,2014-01-07,2014-07-09,2014-10-06,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0228488659741043,0.0037244483432887,-0.0547388785100062,0.1240890303390925,,,,0.3773875999881659,0.0155047675618884,0.4328325332626854,0.0174671886427177,-0.36498890834800896,7.120374529168139e-05
26,2005-01-03,2014-01-07,2014-07-09,2014-10-06,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.1849595028570917,-0.0018795276797305,-0.0496976972528294,0.1141474945223459,,,,0.3773875999881659,0.0155047675618884,0.4328325332626854,0.0174671886427177,-0.36498890834800896,7.120374529168139e-05
